feature,mean_abs_shap
FLAG_DOCUMENT_4,0.0
FLAG_DOCUMENT_10,0.0
NAME_INCOME_TYPE_nan,0.0
NAME_INCOME_TYPE_Unemployed,0.0
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Maternity_leave,0.0
NAME_TYPE_SUITE_nan,0.0
NAME_INCOME_TYPE_Businessman,0.0
NAME_TYPE_SUITE_Group_of_people,0.0
NAME_TYPE_SUITE_Other_B,0.0
FLAG_OWN_REALTY_nan,0.0
FLAG_DOCUMENT_17,0.0
NAME_EDUCATION_TYPE_Academic_degree,0.0
FLAG_DOCUMENT_12,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,0.0
FLAG_DOCUMENT_21,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_19,0.0
OCCUPATION_TYPE_HR_staff,0.0
NAME_FAMILY_STATUS_nan,0.0
ORGANIZATION_TYPE_Industry__type_2,0.0
